"Id","MSSubClass","MSZoning","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinSF2","Heating","HeatingQC","CentralAir","Electrical","KitchenQual","Functional","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","ScreenPorch","PoolQC","Fence","MiscFeature","MiscVal","SaleType","SaleCondition","SalePrice","TotalSpaceSF","LotFA","RmsPerLivSpc","TotalBath","FPperSF","YearRemodAdd_tog","MasVnrArea_tog","BsmtFinSF1_tog","BsmtFinSF2_tog","GarageArea_tog","WoodDeckSF_tog","OpenPorchSF_tog","ScreenPorch_tog"
1246,80,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","True_Med","Fam","Med",6,"7",1984,2003,"Med","Low","VinylSd","VinylSd","BrkFace",74,"TA","TA","Stone","Gd","High","No","Med",0,0,"GasA","Ex","Y","High","TA","High","TA","Highest",1984,"Fin",2,477,"TA","TA","Y",268,112,147,"Low","None","None",0,"Med","Med",178000,2453,187.954536059228,0.00374732334047109,4,0.00040766408479413,1,1,0,0,1,1,1,1
1247,60,"FV","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","High","Fam","High",7,"5",2005,2006,"Low","Low","VinylSd","VinylSd","None",0,"Gd","TA","Other","Gd","High","No","Med",0,0,"GasA","Ex","Y","High","Gd","High","Low","High",2005,"RFn",2,615,"TA","TA","Y",0,45,0,"Low","None","None",0,"High","High",186500,2309,155.1387818866,0.00386349001931745,3,0,1,0,0,0,1,0,1,0
1248,80,"RL","Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Med","Fam","Med",6,"5",1976,1976,"Low","Low","High","Med","BrkFace",335,"TA","TA","Stone","TA","High","Med","High",539,0,"GasA","Med","Y","High","TA","High","Low","High",1976,"Unf",3,888,"TA","TA","Y",0,0,0,"Low","None","None",0,"Med","Med_High",169900,2046,187.253402754045,0.00580270793036751,1,0,1,1,1,0,1,0,0,0
1249,75,"Othr","Pave","Grvl","Reg","Lvl","AllPub","NotCulD","Gtl","Low","Fam","Low",6,"5",1917,1950,"Low","Low","Low","Lowest","None",0,"TA","TA","BrkTil","Gd","High","No","Low",319,0,"OthW","Med","N","High","TA","High","TA","Med",1950,"Unf",2,396,"Fa","Fa","P",0,0,0,"Low","None","None",0,"Med","Med_High",129500,2793,157.979589711327,0.00388726919339164,2,0.000358037952022914,0,0,1,0,1,0,0,0
1250,20,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_Low","Fam","Med",5,"7",1950,1950,"Low","Low","Med","Low","None",0,"TA","TA","Stone","TA","High","No","Low",534,96,"GasA","Med","Y","High","TA","High","Low","High",1950,"Unf",1,276,"TA","TA","Y",0,80,0,"Low","None","None",0,"Med","Med_High",119000,1864,144.852813742386,0.00607287449392713,1,0,0,0,1,1,1,0,1,0
1251,20,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_Low","Fam","Med",7,"5",1968,1968,"Med","Low","Highest","Med","None",0,"Gd","TA","Stone","TA","High","No","Med",1065,0,"GasA","Ex","Y","High","Ex","High","TA","High",1968,"Fin",2,522,"TA","TA","Y",0,0,0,"Low","None","None",0,"Med","Med_High",244000,4220,198.640901169954,0.0037914691943128,3,0.0004739336492891,1,0,1,0,1,0,0,0
1252,120,"RL","Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Lux","Fam","Med",7,"5",2003,2003,"Low","Low","VinylSd","Low","Stone",163,"Gd","TA","Other","Gd","High","No","Med",0,0,"GasA","Ex","Y","High","Gd","High","TA","High",2003,"RFn",2,478,"TA","TA","Y",148,36,0,"Low","None","None",0,"Med","Med_High",171750,2810,108.024038114892,0.00427046263345196,2,0.000355871886120996,1,1,0,0,1,1,1,0
1253,20,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med","Fam","Med",5,"6",1968,1968,"Low","Low","High","Med","None",0,"TA","TA","Stone","TA","High","No","Low",510,0,"GasA","Med","Y","High","TA","High","Low","High",1968,"RFn",1,288,"TA","TA","Y",33,0,0,"Low","Med","Shed",600,"Med","Med_High",130000,1738,161.287461444031,0.005720823798627,1,0,1,0,1,0,1,1,0,0
1254,60,"RL","Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","High","Fam","High",7,"7",1974,2003,"Low","Low","Med","Low","None",0,"Gd","TA","Stone","TA","High","Gd","Low",125,1031,"GasA","Med","Y","High","Gd","High","TA","High",1974,"RFn",2,518,"TA","TA","Y",220,47,0,"Low","Med","None",0,"Med","Med_High",294000,3359,222.393888105598,0.00415320719889248,3,0.000595415302173266,1,0,1,1,1,1,1,0
1255,60,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Low","Fam","High",7,"5",2003,2004,"Low","Low","VinylSd","VinylSd","Stone",92,"Gd","TA","Other","Gd","High","No","Med",0,0,"GasA","Ex","Y","High","Gd","High","TA","Highest",2003,"Fin",2,397,"TA","TA","Y",178,128,0,"Low","None","None",0,"Med","Med_High",165400,2402,143.252627586161,0.00422705314009662,3,0.000416319733555371,1,1,0,0,1,1,1,0
1256,50,"Othr","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Low","Fam","Low",6,"6",1931,1950,"Low","Low","Med","Low","None",0,"TA","TA","BrkTil","TA","Med","No","Low",425,0,"GasA","Med","Y","Med","TA","High","TA","Med",1978,"Unf",1,560,"TA","TA","Y",0,0,120,"Low","None","None",0,"Med","Med_High",127500,2251,130.993670632526,0.00438917337234821,1,0.000444247001332741,0,0,1,0,1,0,0,1
1257,20,"RL","Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Lux","Fam","Med",8,"5",1994,1994,"Med","Low","High","Med","BrkFace",554,"Gd","TA","Other","Gd","High","Gd","High",1314,0,"GasA","Ex","Y","High","Gd","High","TA","High",1994,"Fin",2,691,"TA","TA","Y",262,36,0,"Low","None","None",0,"Med","Med_High",301500,3973,210.59515040335,0.00352289884247609,2,0.000251698968034231,1,1,1,0,1,1,1,0
1258,30,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Low","Fam","Med",5,"8",1922,1950,"Low","Low","Med","Low","None",0,"TA","TA","Other","None","High","No","Med",0,0,"GasA","Ex","Y","High","TA","High","Low","Low",9999,"None",0,0,"None","None","Y",0,96,0,"Low","None","None",0,"Med","Med_High",99900,1728,119.718129288296,0.00462962962962963,1,0,0,0,0,0,0,0,1,0
1259,80,"RL","Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","True_Med","Fam","Med",7,"5",2005,2005,"Low","Low","VinylSd","VinylSd","Stone",182,"Gd","TA","Other","Gd","High","Gd","High",655,0,"GasA","Ex","Y","High","Gd","High","Low","High",2005,"Fin",2,400,"TA","TA","Y",212,0,0,"Low","None","None",0,"Med","Med_High",190000,2022,156.913226889936,0.00428816466552316,2,0,1,1,1,0,1,1,0,0
1260,20,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_Low","Fam","Med",6,"8",1969,1969,"Low","Low","High","Med","None",0,"TA","TA","Stone","Gd","High","No","Med",602,438,"GasA","Med","Y","High","TA","High","Low","High",1969,"Unf",2,460,"TA","TA","Y",180,0,80,"Low","None","None",0,"Med","Med_High",151000,2108,163.742088290657,0.00569259962049336,2,0,1,0,1,1,1,1,0,1
1261,60,"RL","Pave","None","IRG","Lvl","AllPub","CulD","Gtl","True_Med","Fam","High",6,"5",1999,1999,"Low","Low","VinylSd","VinylSd","None",0,"TA","TA","Other","Gd","High","No","Med",0,0,"GasA","Ex","Y","High","TA","High","TA","Highest",1999,"Fin",2,502,"TA","TA","Y",0,103,0,"Low","None","None",0,"Med","Med_High",181000,2516,265.848703443963,0.00417910447761194,3,0.000397456279809221,1,0,0,0,1,0,1,0
1262,20,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_Low","Fam","Med",5,"6",1956,1956,"Med","Low","Med","Low","None",0,"TA","TA","Stone","TA","High","No","Low",504,0,"GasA","Med","Y","High","TA","High","Low","High",1956,"Unf",1,338,"TA","TA","Y",0,0,0,"Low","None","None",0,"Med","Med_High",128900,2100,177.979589711327,0.00476190476190476,1,0,1,0,1,0,1,0,0,0
1263,50,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_High","Fam","Low",4,"5",1957,1989,"Low","Low","Med","Low","None",0,"TA","TA","Stone","TA","High","Med","Med",0,0,"GasA","Ex","Y","Med","TA","Med","TA","High",1957,"Unf",1,304,"TA","TA","Y",120,0,0,"Low","None","None",0,"Med","Med_High",161500,2892,179.450069888594,0.00447427293064877,1,0.000691562932226833,1,0,0,0,1,1,0,0
1264,70,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Low","Fam","High",6,"6",1919,1950,"Low","Low","Med","Low","None",0,"TA","TA","Other","TA","High","No","Med",0,0,"GasA","Ex","Y","Med","TA","High","TA","Med",1940,"Unf",2,520,"TA","TA","N",0,0,0,"Low","High","None",0,"Med","Med_High",180500,2588,176.254032188135,0.0043859649122807,1,0.000386398763523957,0,0,0,0,1,0,0,0
1265,120,"Othr","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_Low","Fam","Med",6,"5",1998,1999,"Low","Low","Med","Low","None",0,"Gd","TA","Other","Gd","High","No","High",266,0,"GasA","Ex","Y","High","Gd","High","Low","High",1998,"Fin",2,511,"TA","TA","Y",144,68,0,"Low","None","None",0,"Med","Med",181000,2742,97.718129288296,0.0037397157816006,2,0,1,0,1,0,1,1,1,0
1266,160,"FV","Pave","None","Reg","Lvl","AllPub","CulD","Gtl","High","Fam","High",7,"5",1999,1999,"Med","Low","Med","Low","BrkFace",218,"Gd","TA","Other","Gd","High","No","High",450,0,"GasA","Ex","Y","High","Gd","High","Low","Med",1999,"Unf",2,506,"TA","TA","Y",0,34,0,"Low","None","None",0,"Med","Med_High",183900,2143,96.1146463623901,0.00413223140495868,3,0,1,1,1,0,1,0,1,0
1267,190,"Othr","Pave","None","IRG","Bnk","AllPub","NotCulD","Gtl","Low","fmCon","Low",7,"4",1910,1950,"Med","Low","Med","Low","None",0,"Fa","TA","Stone","TA","High","No","Med",0,0,"GasA","Med","N","Med","TA","High","TA","Med",1960,"Unf",1,308,"TA","TA","N",0,0,0,"Low","Med","None",0,"Med","Med_High",122000,2814,160.598210719674,0.00476442562202223,2,0.000355366027007818,0,0,0,0,1,0,0,0
1268,20,"RL","Pave","None","IRG","HLS","AllPub","NotCulD","Gtl","High","Fam","Med",9,"5",2008,2009,"Med","Low","High","Highest","None",0,"Ex","TA","Other","Ex","High","Gd","Med",0,0,"GasA","Ex","Y","High","Ex","High","TA","High",2009,"Fin",3,746,"TA","TA","Y",144,76,0,"Low","None","None",0,"Med","Med_High",378500,4020,203.952163963972,0.00495540138751239,2,0.000248756218905473,1,0,0,0,1,1,1,0
1269,50,"RL","Pave","None","IRG","Lvl","AllPub","NotCulD","Othr","Med_High","Fam","Low",8,"9",1935,1997,"Low","Low","High","Low","BrkFace",632,"TA","Gd","Stone","TA","High","Med","Low",192,0,"GasA","Ex","Y","High","Gd","High","TA","Highest",1982,"Unf",3,1014,"TA","TA","Y",314,12,0,"Low","Med","None",0,"Med","Med_High",381000,4175,199.630066826961,0.00319118073687264,4,0.000479041916167665,1,1,1,0,1,1,1,0
1270,50,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_Low","Fam","Low",5,"5",1958,1958,"Low","Low","Med","Low","BrkFace",180,"TA","TA","Stone","TA","High","No","Low",460,0,"GasW","Med","Y","Med","TA","High","Low","High",1958,"Unf",1,315,"TA","TA","Y",0,0,0,"Low","Med","None",0,"Med","Med_High",144000,2398,184.508215645555,0.00459317585301837,2,0,1,1,1,0,1,0,0,0
1271,40,"RL","Pave","None","Reg","Low","AllPub","NotCulD","Othr","Med_High","Fam","Med",7,"6",1979,1979,"High","Med","Highest","Med","None",0,"Gd","TA","Other","Gd","High","Gd","High",1258,0,"GasA","Med","Y","High","Gd","High","TA","High",1979,"Fin",2,586,"TA","TA","Y",268,0,0,"Low","None","None",0,"Med","Med_High",260000,2856,259.488768146982,0.0026246719160105,1,0.000350140056022409,1,0,1,0,1,1,0,0
1272,20,"RL","Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","True_Med","Fam","Med",6,"7",1968,1968,"Med","Low","Highest","Med","None",0,"TA","TA","Stone","TA","High","No","Med",0,0,"GasA","Med","Y","High","Gd","High","TA","High",1968,"RFn",2,462,"TA","TA","Y",0,0,0,"Low","None","None",0,"Med","Med_High",185750,2978,163.558610752713,0.00470114170584285,2,0.000335795836131632,1,0,0,0,1,0,0,0
1273,20,"RL","Pave","None","IRG","Lvl","AllPub","CulD","Gtl","Med_Low","Fam","Med",5,"6",1965,1965,"Med","Low","High","Med","BrkFace",114,"TA","TA","Stone","TA","High","No","Low",560,375,"GasA","Med","Y","High","TA","High","Low","High",1965,"Unf",1,288,"TA","TA","Y",180,0,0,"Low","Med","None",0,"Med","Med_High",137000,1870,195.676930104421,0.0053475935828877,1,0,1,1,1,1,1,1,0,0
1274,80,"RL","Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Low","Fam","Med",6,"7",1959,2006,"Low","Low","Highest","Med","BrkFace",84,"TA","TA","Stone","TA","High","Med","Med",719,0,"GasA","Med","Y","High","Ex","High","TA","Med",1959,"RFn",1,312,"TA","TA","Y",0,0,163,"Low","High","None",0,"Med","Med_High",177000,2376,231.293988648013,0.00368459837877671,1,0.000420875420875421,1,1,1,0,1,0,0,1
1275,50,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_High","Fam","Low",5,"6",1910,2003,"Low","Low","Med","Low","None",0,"TA","TA","Other","TA","High","No","Med",0,0,"GasA","Ex","Y","High","TA","High","TA","Med",1985,"Unf",2,552,"TA","TA","Y",242,0,0,"Low","None","None",0,"Med","Med_High",139000,1911,126.225678556091,0.0064,2,0.000523286237571952,1,0,0,0,1,1,0,0
1276,90,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_Low","fmCon","High",5,"5",1948,1950,"Low","Low","Low","Lowest","Stone",567,"TA","TA","Stone","TA","High","No","Low",220,0,"GasA","Med","Y","Med","TA","High","Low","Med",1948,"Unf",2,400,"TA","Fa","Y",0,0,0,"Low","None","None",0,"Med","Med_High",137000,2848,201.512910015641,0.00520833333333333,2,0,0,1,1,0,1,0,0,0
1277,60,"RL","Pave","None","IRG","Lvl","AllPub","CulD","Gtl","True_Med","Fam","High",6,"6",1972,1972,"Low","Low","High","Med","None",0,"TA","TA","Stone","TA","High","No","Low",593,0,"GasA","Med","Y","High","TA","High","TA","High",1972,"Unf",2,497,"TA","TA","Y",294,116,0,"Low","None","None",0,"Med","Med_High",162000,2118,191.558966590499,0.0043010752688172,2,0.000472143531633617,1,0,1,0,1,1,1,0
1278,80,"RL","Pave","None","IRG","Lvl","AllPub","CulD","Gtl","True_Med","Fam","Med",6,"5",1967,1976,"Low","Low","High","Med","BrkFace",359,"TA","TA","Stone","Gd","High","Med","Med",528,0,"GasA","Med","Y","High","TA","High","TA","High",1967,"RFn",2,480,"TA","TA","Y",0,0,0,"Low","None","None",0,"Med","Med_High",197900,3404,224.496221023386,0.00406032482598608,2,0.000293772032902468,1,1,1,0,1,0,0,0
1279,60,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_High","Fam","High",8,"5",2002,2002,"Low","Low","VinylSd","VinylSd","BrkFace",261.6724,"Gd","TA","Other","Gd","High","No","High",804,0,"GasA","Ex","Y","High","Gd","High","TA","High",2002,"RFn",2,577,"TA","TA","Y",0,211,0,"Low","None","None",0,"Med","Med_High",237000,3159,172.329337817536,0.0034465780403742,3,0.000316555872111428,1,1,1,0,1,0,1,0
1280,50,"C (all)","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Lowest","Fam","Low",4,"4",1920,1950,"Low","Low","Med","Low","None",0,"TA","Gd","Stone","TA","High","No","Med",0,0,"GasA","Med","Y","Med","TA","High","Low","Med",1980,"RFn",2,528,"TA","TA","Y",30,0,0,"Low","None","None",0,"Med","Med",68400,1826,146.602540378444,0.00531914893617021,1,0,0,0,0,0,1,1,0,0
1281,20,"RL","Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Med_High","Fam","Med",7,"5",2002,2002,"Low","Low","VinylSd","VinylSd","BrkFace",110,"Gd","TA","Other","Gd","High","No","High",788,0,"GasA","Ex","Y","High","Gd","High","Low","High",2002,"RFn",2,544,"TA","TA","Y",0,72,0,"Low","None","None",0,"Med","Med_High",227000,3146,166.03534722512,0.00381436745073109,2,0,1,1,1,0,1,0,1,0
1282,20,"RL","Pave","None","IRG","Lvl","AllPub","CulD","Gtl","High","Fam","Med",7,"5",1990,1990,"Med","Low","High","Med","BrkFace",54,"TA","TA","Stone","Gd","High","No","Med",1053,0,"GasA","Med","Y","High","TA","High","TA","High",1990,"Fin",2,484,"Gd","Gd","Y",0,58,90,"Low","None","None",0,"Med","Med_High",180000,2648,139.716219269428,0.00448095593726662,2,0.000377643504531722,1,1,1,0,1,0,1,1
1283,20,"RL","Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Med_High","Fam","Med",5,"7",1977,2008,"Low","Low","High","Med","None",0,"TA","TA","Stone","Gd","High","Med","Low",532,144,"GasA","Med","Y","High","Gd","High","Low","Med",1977,"Unf",2,484,"TA","TA","Y",0,0,288,"Low","None","None",0,"Med","Med_High",150500,2080,154.808315196469,0.00480769230769231,2,0,1,0,1,1,1,0,0,1
1284,90,"RL","Pave","None","Reg","Low","AllPub","NotCulD","Gtl","Med","fmCon","High",6,"5",1971,1971,"Med","Low","Med","Low","None",0,"TA","TA","Stone","TA","High","Med","Med",0,0,"GasA","Med","Y","High","TA","High","Low","Low",9999,"None",0,0,"None","None","Y",128,0,0,"Low","None","None",0,"Med","Med_High",139000,2736,190.953597148327,0.0043859649122807,4,0,1,0,0,0,0,1,0,0
1285,50,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_Low","Fam","Low",6,"7",1919,1990,"Low","Low","Med","Low","None",0,"TA","TA","Other","TA","High","No","Med",0,0,"GasA","Ex","Y","High","Gd","Med","TA","Med",1969,"Unf",1,336,"TA","TA","Y",272,0,116,"Low","None","None",0,"Med","Med_High",169000,3251,148.173316130199,0.00408663669799755,2,0.000307597662257767,1,0,0,0,1,1,0,1
1286,50,"Othr","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Low","Fam","Low",6,"6",1939,1950,"Low","Low","Med","Low","None",0,"TA","Po","Stone","TA","High","No","Med",0,0,"GasA","Ex","Y","Med","TA","High","TA","Med",1939,"Unf",1,280,"TA","TA","Y",45,0,0,"Low","None","None",0,"Med","Med_High",132500,2192,127.459666924148,0.00424929178470255,1,0.000456204379562044,0,0,0,0,1,1,0,0
1287,20,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","True_Med","Fam","Med",6,"5",1963,1963,"Med","Low","High","Med","BrkFace",451,"TA","TA","Stone","TA","High","No","Med",569,81,"GasA","Med","Y","High","TA","High","TA","High",1963,"Unf",2,528,"TA","TA","Y",0,26,0,"Low","None","None",0,"Med","Med_High",143000,2656,168.485047825301,0.00451807228915663,2,0.000753012048192771,1,1,1,1,1,0,1,0
1288,20,"RL","Pave","None","IRG","Low","AllPub","NotCulD","Othr","Med_High","Fam","Med",5,"5",1964,1964,"Low","Low","Med","Low","None",621,"TA","Gd","Stone","TA","High","Med","Low",812,0,"GasA","Med","Y","High","TA","High","Low","High",1964,"Unf",2,390,"TA","TA","N",168,198,0,"Low","None","None",0,"Med","Med_High",190000,3206,330.904128126476,0.00442477876106195,2,0,1,1,1,0,1,1,1,0
1289,120,"RL","Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Lux","Fam","Med",8,"5",2000,2000,"Low","Low","CemntBd","Highest","None",0,"Gd","TA","Other","Gd","High","No","High",1158,0,"GasA","Ex","Y","High","Ex","High","Ex","High",2000,"Fin",2,499,"TA","TA","Y",212,59,0,"Low","None","None",0,"Med","Med_High",278000,3160,115.259550888907,0.00301386377335744,2,0.000316455696202532,1,0,1,0,1,1,1,0
1290,60,"RL","Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Lux","Fam","High",8,"5",2006,2006,"Low","Low","VinylSd","VinylSd","Stone",788,"Gd","TA","Other","Gd","High","Med","Med",0,0,"GasA","Ex","Y","High","Ex","High","TA","Highest",2006,"Fin",3,753,"TA","TA","Y",177,74,0,"Low","None","None",0,"High","High",281000,3055,191.190303735658,0.00406091370558376,3,0.000327332242225859,1,1,0,0,1,1,1,0
1291,80,"RL","Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Med_Low","Fam","Med",5,"7",1964,1964,"Med","Low","Med","Med","BrkFace",86,"TA","TA","Other","TA","High","Med","High",1014,0,"GasA","Med","Y","High","TA","High","TA","High",1964,"RFn",2,484,"TA","TA","Y",227,0,0,"Low","None","None",0,"Med","Med_High",180500,2304,199.71217506222,0.00520833333333333,1,0.000434027777777778,1,1,1,0,1,1,0,0
1292,160,"Othr","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Lowest","fmCon","High",5,"7",1972,1972,"Low","Low","CemntBd","Highest","BrkFace",268,"TA","TA","Stone","TA","High","No","Med",231,0,"GasA","Med","Y","High","TA","High","Low","Med",1972,"Unf",1,264,"TA","TA","Y",185,0,0,"Low","None","None",0,"Med","Med_High",119500,1932,61.9878030638384,0.00460829493087558,3,0,1,1,1,0,1,1,0,0
1293,70,"Othr","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Low","Fam","High",5,"4",1892,1965,"Low","Low","Med","Low","None",0,"TA","TA","Stone","TA","High","No","Med",0,0,"GasA","Med","N","High","TA","Med","Low","High",1985,"RFn",1,432,"TA","TA","Y",0,287,0,"Low","None","None",0,"Med","Med_High",107500,3366,141.24038404636,0.00463743676222597,2,0,1,0,0,0,1,0,1,0
1294,60,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","True_Med","Fam","High",7,"5",1976,1976,"Low","Low","High","Med","None",0,"TA","TA","Other","Gd","High","No","High",194,0,"GasA","Med","Y","High","TA","High","TA","High",1976,"RFn",2,528,"TA","TA","Y",0,28,259,"Low","Med","None",0,"Med","Med_High",162900,2496,178.697567001393,0.00480769230769231,3,0.000400641025641026,1,0,1,0,1,0,1,1
1295,20,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Low","Fam","Med",5,"7",1955,1990,"Med","Low","Med","Med","None",0,"TA","TA","Stone","TA","High","No","Low",167,0,"GasA","Med","Y","High","TA","High","Low","Med",1957,"Unf",2,572,"TA","TA","N",0,0,0,"Low","None","None",0,"Med","Med_High",115000,1728,150.399115039916,0.00578703703703704,1,0,1,0,1,0,1,0,0,0
1296,20,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_Low","Fam","Med",5,"5",1968,1968,"Med","Low","High","Med","BrkFace",168,"TA","TA","Stone","TA","High","Med","Low",1016,0,"GasA","Med","Y","High","TA","High","Low","High",1968,"RFn",1,288,"TA","TA","Y",356,0,0,"Low","Med","None",0,"Med","Med_High",138500,2104,161.651513899117,0.00475285171102662,2,0,1,1,1,0,1,1,0,0
1297,20,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_Low","Fam","Med",5,"6",1963,1963,"Med","Low","Med","Low","BrkFace",148,"TA","Gd","Stone","TA","High","Med","Med",776,0,"GasA","Med","Y","High","TA","High","Low","High",1963,"RFn",2,525,"TA","TA","Y",192,20,0,"Low","Med","None",0,"Med","Med_High",155000,2248,173.273790530888,0.00531914893617021,2,0,1,1,1,0,1,1,1,0
1298,180,"Othr","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Low","Fam","Low",6,"5",2005,2006,"Low","Low","VinylSd","VinylSd","BrkFace",82,"TA","TA","Other","Gd","High","Gd","High",547,0,"GasA","Med","Y","High","TA","High","Low","Med",2005,"Fin",2,525,"TA","TA","Y",0,44,0,"Low","None","None",0,"High","High",140000,1619,95.6217782649107,0.00466417910447761,2,0,1,1,1,0,1,0,1,0
1299,60,"RL","Pave","None","IRG","Bnk","AllPub","NotCulD","Gtl","Low","Fam","High",10,"5",2008,2008,"Med","Low","High","Low","Stone",796,"Ex","TA","Other","Ex","High","Gd","High",5644,0,"GasA","Ex","Y","High","Ex","High","TA","High",2008,"Fin",2,1418,"TA","TA","Y",214,292,0,"Low","None","None",0,"High","High",160000,11752,565.758778284751,0.0021269053527118,3,0.000255275697753574,1,1,1,0,1,1,1,0
1300,20,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_Low","Fam","Med",5,"7",1959,1994,"Med","Low","Highest","Med","None",0,"TA","TA","Stone","TA","High","No","Low",340,906,"GasA","Ex","Y","High","Gd","High","Low","High",1959,"RFn",1,305,"TA","TA","Y",218,0,0,"Low","High","None",0,"Med","Med_High",154000,2492,161.602540378444,0.00481540930979133,2,0,1,0,1,1,1,1,0,0
1301,60,"RL","Pave","None","IRG","Lvl","AllPub","CulD","Gtl","True_Med","Fam","High",7,"5",1999,1999,"Low","Low","VinylSd","VinylSd","None",344,"Gd","TA","Other","Gd","High","No","High",694,0,"GasA","Ex","Y","High","Gd","High","TA","High",1999,"Fin",2,490,"TA","TA","Y",0,0,0,"Low","None","None",0,"Med","Med_High",225000,2961,175.839457912572,0.00453857791225416,3,0.000337723741979061,1,1,1,0,1,0,0,0
